"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6350","TC001_Login_Logout","chromium","2026-05-13","passed","2026-05-13","","TC001.spec.ts","",""
